index,Speaker,Sentence,class,opinion-tag,label,Act Tag,act_label
188,T,1/4 + 2/4.,17,Strengthened,2,1 - none,0
189,T,Let's see if that would equal 3/4.,17,Strengthened,2,1 - none,0
190,T,"Oh, sorry.",17,Irrelevant,0,1 - none,0
191,T,I'm getting my brain all confused.,17,Irrelevant,0,1 - none,0
192,T,Jamie and Martha .,17,Irrelevant,0,1 - none,0
193,T,"1/4 + 2/4, I just happen to have those already broken up right here.",17,Irrelevant,0,1 - none,0
194,T,"I have 1/4 right here, do you agree with me?",17,Irrelevant,0,2 - keeping everyone together,1
195,SS,Yes.,17,Adopted,4,1 - none,7
196,T,"And I have 2/4 right here, you agree with me?",17,Strengthened,2,2 - keeping everyone together,1
197,SS,Yes.,17,Adopted,4,1 - none,7
198,T,"If I put these together, will they equal 3/4?",17,Strengthened,2,2 - keeping everyone together,1
199,SS,Yes.,17,Adopted,4,1 - none,7
200,T,Let's go back to that question I asked before.,17,Irrelevant,0,1 - none,0
201,T,"When we are adding our fractions, why is our denominator not changing?",17,New,1,9 - press for reasoning,6
202,T,"Jude, why in this problem, 1/4 + 2/4 = 3/4, why does that-- Sorry.",17,Irrelevant,0,1 - none,0
203,T,Why does that not equal 3/8?,17,Weakened,3,9 - press for reasoning,6
204,T,Why don't I add 4 + 4?,17,Irrelevant,0,9 - press for reasoning,6
205,Jude,Because--,17,Irrelevant,0,1 - none,7
206,T,Because isn't an answer.,17,Refuted,5,1 - none,0
207,T,Do you need more information?,17,Irrelevant,0,2 - keeping everyone together,1
208,Jude,Yes.,17,Irrelevant,0,1 - none,0
209,T,"Okay, so say that.",17,Irrelevant,0,1 - none,0
210,T,"Say I don't know, I need more information.",17,Irrelevant,0,2 - keeping everyone together,1
211,Jude,I don't know--,17,Irrelevant,0,1 - none,7
212,T,-I need more information.,17,Irrelevant,0,1 - none,0
213,T,"Okay, why does this not equal 3/8?",17,New,1,9 - press for reasoning,6
214,T,Martha?,17,Irrelevant,0,2 - keeping everyone together,1
215,Martha,"Because you only add the denominators, not the numerators.",17,New,1,5 - providing evidence/providing reasoning,11
216,T,"I only add the numerators, but why?",17,Weakened,3,9 - press for reasoning,6
217,T,I'm asking why?,17,Irrelevant,0,9 - press for reasoning,6
218,T,"I'm telling you guys right now, yes, you only add the numerators, not the denominators, but why?",17,Strengthened,2,9 - press for reasoning,6
219,T,Talk with your table groups.,17,Irrelevant,0,2 - keeping everyone together,1
220,T,Go.,17,Irrelevant,0,2 - keeping everyone together,1
221,T,Alright.,17,Irrelevant,0,1 - none,0
222,T,"Three, two, one zero.",17,Irrelevant,0,1 - none,0
223,T,What did you come up with?,17,Irrelevant,0,8 - press for  accuracy,5
224,T,Why am I not adding my denominator?,17,Strengthened,2,9 - press for reasoning,6
225,T,"Jude, what did your table say?",17,Irrelevant,0,9 - press for reasoning,6
226,Jude,Because it will be a different fraction.,17,New,1,7 - context,0
227,T,What do you mean by that?,17,Irrelevant,0,8 - press for  accuracy,5
228,T,It would be a different fraction he said.,17,Strengthened,2,4 - restating,3
229,Jude,Because you can't change the denominator.,17,Strengthened,2,5 - providing evidence/providing reasoning,11
230,T,I can't change the denominator but why?,17,Weakened,3,9 - press for reasoning,6
231,T,Because you're right.,17,Adopted,4,1 - none,0
232,T,Pens down and listening.,17,Irrelevant,0,1 - none,0
233,Jude,Because the fraction  because it probably wouldn't be the right answer.,17,Weakened,3,5 - providing evidence/providing reasoning,11
234,T,Okay.,17,Irrelevant,0,1 - none,0
235,T,"Jude, is 3/8 the same thing as saying 3/4?",17,Irrelevant,0,2 - keeping everyone together,1
236,Jude,No.,17,Refuted,5,1 - none,7
237,T,Is this 3/4?,17,Irrelevant,0,2 - keeping everyone together,1
238,T,Is this what 3/8 would look like?,17,Irrelevant,0,2 - keeping everyone together,1
239,SS,No.,17,Refuted,5,7 - context,0
240,T,No.,17,Refuted,5,4 - restating,3
241,T,My eighths look like this.,17,New,1,1 - none,0
242,T,"If I have 3/8, I'm going to have three of these.",17,Strengthened,2,1 - none,0
243,T,"One, two, three.",17,Strengthened,2,1 - none,0
244,T,Is that the same thing as this?,17,Irrelevant,0,2 - keeping everyone together,1
245,SS,No.,17,Refuted,5,7 - context,0
246,T,No.,17,Refuted,5,4 - restating,3
247,T,"If those aren't the same, and if adding my denominator isn't going to get the same answer that I want, who else can put in their own words why we can't add the denominators together?",17,New,1,9 - press for reasoning,6
248,T,I had a really good discussion with this table.,17,Irrelevant,0,1 - none,0
249,T,"Angel, can you share what we talked about?",17,Irrelevant,0,8 - press for  accuracy,5
250,Angel,We can't do it because it doesn't have more pieces.,17,New,1,5 - providing evidence/providing reasoning,11
251,T,"I don't change the size of the pieces, do I?",17,Weakened,3,2 - keeping everyone together,1
252,SS,No.,17,Refuted,5,1 - none,7
253,T,"When I added these three pieces together Mariana, did I change the size of the pieces?",17,Weakened,3,2 - keeping everyone together,1
254,SS,No.,17,Refuted,5,1 - none,7
255,T,What are they at the end?,17,Irrelevant,0,8 - press for  accuracy,5
256,SS,Fourths.,17,New,1,7 - context,0
257,T,They're still fourths.,17,Strengthened,2,5 - revoicing,4
258,T,"I can add fourths all day long, but they're still going to be fourths after I add them together, okay?",17,Strengthened,2,2 - keeping everyone together,1
259,T,Alright.,17,Irrelevant,0,1 - none,0
260,T,"Person number three, I want you to put the yellows away.",17,Irrelevant,0,1 - none,0
261,T,"Person number one, I want you to get out your dark greens.",17,Irrelevant,0,1 - none,0
262,T,"Person number three, I want you to get out 4/5 out of those greens.",17,Irrelevant,0,1 - none,0
263,T,Show me 4/5 on top of our one whole.,17,Irrelevant,0,1 - none,0
264,T,All right.,17,Irrelevant,0,1 - none,0
265,T,"Table four, who is your person four that made that?",17,Irrelevant,0,1 - none,0
266,T,"Three, who's person three?",17,Irrelevant,0,1 - none,0
267,T,"Jude, we're talking to you all day.",17,Irrelevant,0,1 - none,0
268,T,"Jude, how did you make 4/5?",17,Irrelevant,0,8 - press for  accuracy,5
269,Jude,5/5.,17,New,1,4 - making a claim,10
270,T,"Okay, 5/5 equal what?",17,Irrelevant,0,8 - press for  accuracy,5
271,T,Someone just gave it to you.,17,Irrelevant,0,1 - none,0
272,Jude,Four.,17,Irrelevant,0,4 - making a claim,10
273,T,No.,17,Refuted,5,1 - none,0
274,T,5/5 is the same thing as saying what?,17,Irrelevant,0,8 - press for  accuracy,5
275,Jude,"A whole, because if-- This one's missing one piece because it's 4/5--",17,New,1,5 - providing evidence/providing reasoning,11
276,T,How many pieces did you put on to your whole?,17,Irrelevant,0,8 - press for  accuracy,5
277,S,Four.,17,Strengthened,2,7 - context,0
278,T,Four.,17,Strengthened,2,5 - revoicing,4
279,T,"Jude, if I was going to have an equation to show what you did, what could it be?",17,New,1,8 - press for  accuracy,5
280,Jude,"they got the greens out, and he told me to put four on it and just leave this one out.",17,New,1,4 - making a claim,10
281,T,"Okay, so your table helped you out a little bit.",17,Irrelevant,0,1 - none,0
282,T,Okay.,17,Irrelevant,0,1 - none,0
283,T,"If we just made an equation to make 3/4 with our yellows, how can we create an equation to show how we made 4/5?",17,New,1,8 - press for  accuracy,5
284,T,Because say I just put it on there.,17,Irrelevant,0,1 - none,0
285,T,Is that an equation?,17,Irrelevant,0,2 - keeping everyone together,1
286,SS,No.,17,Refuted,5,1 - none,7
287,T,"No, but if I wanted to come up with an equation to put 4/5 together, how do you make it?",17,Refuted,5,8 - press for  accuracy,5
288,T,"If you had to explain it to a kindergartener, how would you make 4/5?",17,New,1,8 - press for  accuracy,5
289,T,Keegan?,17,Irrelevant,0,2 - keeping everyone together,1
290,Keegan,5/5 -1/5.,17,New,1,7 - context,0
291,T,"Okay, 5/5 -1/5.",17,Adopted,4,5 - revoicing,4
292,T,What's another way?,17,Irrelevant,0,8 - press for  accuracy,5
293,T,Nancy?,17,Irrelevant,0,2 - keeping everyone together,1
294,Nancy,1/5 +1/5 +1/5 +1/5.,17,New,1,4 - making a claim,10
295,T,Equals what?,17,Irrelevant,0,8 - press for  accuracy,5
296,Nancy,4/5.,17,Strengthened,2,4 - making a claim,10
297,T,Hands down for a second.,17,Irrelevant,0,1 - none,0
298,T,If you walk out to your kindergartener and you say this is 1/5.,17,Irrelevant,0,1 - none,0
299,T,How much is this now?,17,Irrelevant,0,8 - press for  accuracy,5
300,S,3/5.,17,Irrelevant,0,7 - context,0
301,T,3/5.,17,Irrelevant,0,4 - restating,3
302,S,.,17,Irrelevant,0,1 - none,7
303,T,I don't have enough  .,17,Irrelevant,0,1 - none,0
304,T,Then one more would be?,17,Irrelevant,0,8 - press for  accuracy,5
305,SS,4/5.,17,Irrelevant,0,7 - context,0
306,T,"4/5, okay.",17,Irrelevant,0,5 - revoicing,4
307,T,Did I change my denominator?,17,Irrelevant,0,2 - keeping everyone together,1
308,SS,No.,17,Refuted,5,1 - none,7
309,T,Did I change the size of my pieces?,17,Irrelevant,0,2 - keeping everyone together,1
310,SS,No.,17,Refuted,5,7 - context,0
311,T,No.,17,Refuted,5,4 - restating,3
312,T,Is there another equation we can do to find 4/5?,17,New,1,8 - press for  accuracy,5
313,T,"Mabel, what's one?",17,Irrelevant,0,8 - press for  accuracy,5
314,Mabel,2/5 + 2/5.,17,New,1,7 - context,0
315,T,2/5 +2/5.,17,Strengthened,2,4 - restating,3
316,T,I want the person four at your table to show me 2/5 + 2/5.,17,Irrelevant,0,1 - none,0
317,T,Only person four.,17,Irrelevant,0,1 - none,0
318,T,"Alright, three, two, one, zero.",17,Irrelevant,0,1 - none,0
319,T,Someone from table five.,17,Irrelevant,0,1 - none,0
320,T,Who's number four from table five?,17,Irrelevant,0,2 - keeping everyone together,1
321,T,"Hadley, man, sort of the same people over and over again.",17,Irrelevant,0,1 - none,0
322,T,"Okay, how did you-- Can you show us 2/5 + 2/5?",17,Irrelevant,0,8 - press for  accuracy,5
323,T,Is everyone looking back there?,17,Irrelevant,0,2 - keeping everyone together,1
324,T,He has two pieces in one hand and he has two pieces in the other hand.,17,Irrelevant,0,1 - none,0
325,T,"I noticed that table one did it the same way, table two did it the same way, I watched table four do it the same way.",17,Strengthened,2,1 - none,0
326,T,Is there another equation we could do to find 4/5?,17,Irrelevant,0,8 - press for  accuracy,5
327,T,"Kerry, what is it?",17,Irrelevant,0,8 - press for  accuracy,5
328,Kerry,3/5 + 1/5.,17,New,1,4 - making a claim,10
329,T,"Kerry, can you hold up the pieces and show us how 3/5 + 1/5 would make 4/5?",17,Strengthened,2,8 - press for  accuracy,5
330,T,Maybe your tablemate can help you.,17,Irrelevant,0,1 - none,0
331,T,"Alright, put them up in the air.",17,Irrelevant,0,1 - none,0
332,T,"Kerry has 3/5, do you agree?",17,Irrelevant,0,3 - getting SS to relate,2
333,SS,Yes.,17,Adopted,4,2 - relating to another S,8
334,T,"Mariana has 1/5, do you agree?",17,New,1,3 - getting SS to relate,2
335,SS,Yes.,17,Adopted,4,2 - relating to another S,8
336,T,"If they put them together, will it equal 4/5?",17,New,1,2 - keeping everyone together,1
337,SS,Yes.,17,Adopted,4,7 - context,0
338,T,"Yes, okay.",17,Adopted,4,5 - revoicing,4
339,T,"When we're talking about decomposing fractions, we are taking apart a bigger fraction into little tiny pieces.",17,New,1,1 - none,0
340,T,"Maybe not little tiny, like 3/4 and 1/4 or 3/5 and1/5, but there are a lot of different ways you can do that.",17,Strengthened,2,1 - none,0
341,T,Frankie?,17,Irrelevant,0,2 - keeping everyone together,1
342,Frankie,2/5 + 1/5 + 1/5.,17,New,1,7 - context,0
343,T,2/5 + 1/5 + 1/5.,17,Strengthened,2,4 - restating,3
344,T,That's another way we can do this.,17,Strengthened,2,1 - none,0
345,T,Lucille?,17,Irrelevant,0,2 - keeping everyone together,1
346,Lucille,0/5 + 4/5.,17,New,1,7 - context,0
347,T,0/5--,17,Irrelevant,0,4 - restating,3
348,S,+ 1/5.,17,Irrelevant,0,4 - making a claim,10
349,T,+ 1/5?,17,Irrelevant,0,2 - keeping everyone together,1
350,T,That's,17,Irrelevant,0,8 - press for  accuracy,5
351,S,Four.,17,Irrelevant,0,4 - making a claim,10
352,T,Plus 4/5.,17,Irrelevant,0,1 - none,0
353,T,If I have nothing and I add 4/5 to it it's going to equal?,17,New,1,2 - keeping everyone together,1
354,SS,4/5.,17,New,1,7 - context,0
355,T,"4/5, okay.",17,Adopted,4,5 - revoicing,4
356,T,"In any of this, did the size of our pieces ever change?",17,Irrelevant,0,2 - keeping everyone together,1
357,SS,No.,17,Refuted,5,1 - none,7
358,T,Never.,17,Adopted,4,1 - none,0
359,T,The size,17,Irrelevant,0,1 - none,0
360,T,size of our piece is never changed.,17,Strengthened,2,1 - none,0
361,T,Now I'm going to give you guys a hint to what we're doing in the next couple of days.,17,Irrelevant,0,1 - none,0
362,T,"Eventually, we might be asked, what is 1/5 + 1/4?",17,Irrelevant,0,8 - press for  accuracy,5
363,T,Can I put these together and make a fraction out of these?,17,Irrelevant,0,2 - keeping everyone together,1
364,SS,No.,17,Refuted,5,1 - none,7
365,T,Do we have a fraction that looks like this?,17,Irrelevant,0,2 - keeping everyone together,1
366,SS,No.,17,Irrelevant,0,7 - context,0
367,T,No.,17,Refuted,5,4 - restating,3
368,T,"We cannot add fractions with different denominators, okay?",17,New,1,2 - keeping everyone together,1
369,T,"We're going to talk about how we're going to do that, but today, what we're going to do is we're going to open up our-- Wait, rewind.",17,Irrelevant,0,1 - none,0
370,T,"What person hasn't done a whole lot today, two?",17,Irrelevant,0,1 - none,0
371,S,One.,17,Irrelevant,0,1 - none,7
372,T,Person one or person two?,17,Irrelevant,0,1 - none,0
373,T,Okay.,17,Irrelevant,0,1 - none,0
374,T,"Person two, I want you to put all of the pieces back in the bag.",17,Irrelevant,0,1 - none,0
375,T,"Person one, I want you to bring all your materials back to my table.",17,Irrelevant,0,1 - none,0
376,T,Go.,17,Irrelevant,0,1 - none,0
0,T,We're going to play a game.,18,Irrelevant,0,1 - None,0
1,T,And the game that we're going to  play is called.,18,Irrelevant,0,1 - None,0
2,Ariel,Guess my rule.,18,Irrelevant,0,1 - None,7
3,T,You know the game?,18,Irrelevant,0,2 - Keeping Everyone Together,1
4,T,Guess my rule?,18,Irrelevant,0,2 - Keeping Everyone Together,1
5,Brandon,Yea he told us.,18,Irrelevant,0,Implicit None (Student),7
6,T,He told you that you were going to play the game or that you had  worked on that game already?,18,Irrelevant,0,1 - None,0
7,Brandon,"No, he told us.",18,Irrelevant,0,Implicit None (Student),7
8,T,He told you which?,18,Irrelevant,0,1 - None,0
9,Brandon,That we were going to play Guess My Rule.,18,Irrelevant,0,1 - None,7
10,T,"Ah, okay, fine.",18,Irrelevant,0,1 - None,0
11,T,"So uh, the game goes as follows: I am going to  think in my mind of some rule...",18,New,1,1 - None,0
12,Dawud,And then you got to guess it.,18,Strengthened,2,1 - None,7
13,T,"You're going to try and guess it, but do you know how you're  going to try and guess the rule?",18,Irrelevant,0,8 - Press for Accuracy,5
14,Brandon,"Yea, we're going to be working with numbers.",18,New,1,7 - Context,0
15,T,"You're going to be working with numbers, that's right.",18,Adopted,4,5 - Revoicing,4
16,T,"And I'm  going to, I'll mention a number and I'm going to give you a  number and I'm going to tell you what my rule does to that  number.",18,New,1,1 - None,0
17,T,"That is, I'm not going to tell you the rule, but I'll tell  you the result.",18,Strengthened,2,1 - None,0
18,T,"Okay, ready for it?",18,Irrelevant,0,2 - Keeping Everyone Together,1
19,T,My rule takes the number...,18,Irrelevant,0,1 - None,0
20,Brandon,You can't tell us what the rule is!,18,Irrelevant,0,1 - None,7
21,T,"No, no.",18,Irrelevant,0,1 - None,0
22,T,I'm not going to tell you the rule.,18,Irrelevant,0,1 - None,0
23,T,I'm going to tell you  what my rule does.,18,Irrelevant,0,1 - None,0
24,T,Okay.,18,Irrelevant,0,1 - None,0
25,Brandon,Oh.,18,Irrelevant,0,1 - None,7
26,T,You ready?,18,Irrelevant,0,2 - Keeping Everyone Together,1
27,T,"Let's see, there are five of you here.",18,Irrelevant,0,1 - None,0
28,T,"Okay, here's my  rule, you ready for it?",18,Irrelevant,0,2 - Keeping Everyone Together,1
29,T,"Since there are five of you, the first  number that my rule is going to work on, is the number five.",18,New,1,1 - None,0
30,T,"And  what my rule does to number five, it does some things to it, and  what comes, the result...",18,Irrelevant,0,1 - None,0
31,T,You ready for the result?,18,Irrelevant,0,2 - Keeping Everyone Together,1
32,T,Thirteen.,18,New,1,1 - None,0
33,Dawud,"Is it... Oh, I know what to do.",18,Irrelevant,0,1 - None,7
34,T,"Oh, oh.",18,Irrelevant,0,1 - None,0
35,T,Hold on.,18,Irrelevant,0,1 - None,0
36,Ariel,...,18,Irrelevant,0,1 - None,7
37,Ariel,He just added eight.,18,New,1,4 - Making a Claim,10
38,Dawud,Just add the eight.,18,Adopted,4,2 - Relating to Another Student,8
39,T,"Don't, Don't say what you think the rule is.",18,Irrelevant,0,1 - None,0
40,Dawud,Then how are we supposed to know...,18,Irrelevant,0,1 - None,7
41,T,"So, the first number was what?",18,Irrelevant,0,8 - Press for Accuracy,5
42,Brandon,"Five, and then...",18,Irrelevant,0,4 - Making a Claim,10
43,T,And it gave you?,18,Irrelevant,0,8 - Press for Accuracy,5
44,Brandon,Thirteen.,18,Irrelevant,0,4 - Making a Claim,10
45,T,Okay.,18,Irrelevant,0,1 - None,0
46,T,"So, now your job is to give me a number and I will tell  you what my rule will do to that number.",18,New,1,1 - None,0
47,T,"Alright, but I don't  want you to try and guess the rule just yet.",18,Irrelevant,0,1 - None,0
48,Dawud,Three!,18,New,1,4 - Making a Claim,10
49,Dawud,Three!,18,Irrelevant,0,4 - Making a Claim,10
50,Dawud,Three.,18,Irrelevant,0,4 - Making a Claim,10
51,T,"So, Dawud said three, and my number... my, what do you think  my number is going to do to three?",18,Irrelevant,0,8 - Press for Accuracy,5
52,James,It's going to make it into eleven.,18,New,1,4 - Making a Claim,10
53,T,You think it's going to make it into eleven?,18,Weakened,3,2 - Keeping Everyone Together,1
54,T,"Nope, my rule takes  the number three and makes it seven.",18,Refuted,5,1 - None,0
55,Ariel,"So, how do you get thirteen from the five?",18,Irrelevant,0,4 - Making a Claim,10
56,Ariel,"Oh, I get it...",18,Adopted,4,1 - None,7
57,T,"Well, you have to guess my rule.",18,Irrelevant,0,1 - None,0
58,Ariel, I get it!,18,Irrelevant,0,1 - None,7
59,T,"But, like for every...",18,Irrelevant,0,1 - None,0
60,Brandon,...I know your rule!,18,Irrelevant,0,1 - None,7
61,T,Hold on.,18,Irrelevant,0,1 - None,0
62,T,"Okay, so what are the two results we have so far.",18,Irrelevant,0,8 - Press for Accuracy,5
63,Brandon,"Alright, five and thirteen.",18,Irrelevant,0,7 - Context,0
64,T,Five to the thirteen.,18,Irrelevant,0,5 - Revoicing,4
65,T,"Alright, I'm going to write this down for you.",18,Irrelevant,0,1 - None,0
66,T,"So far... [Makes a chart divided into square and triangle entries,  with square numbers of five and three, and triangle numbers of  thirteen and seven, respectively] So you can mention another  number and I'll tell you...",18,Irrelevant,0,1 - None,0
67,T,So you can mention another  number and I'll tell you...,18,Irrelevant,0,1 - None,0
68,Yonny,"I know they both, they're both higher...",18,Irrelevant,0,4 - Making a Claim,10
69,Dawud,Six.,18,New,1,4 - Making a Claim,10
70,T,"Okay, Dawud said... What number did Dawud just say?",18,Irrelevant,0,2 - Keeping Everyone Together,1
71,Dawud,Six.,18,Irrelevant,0,4 - Making a Claim,10
72,Yonny,"Wait, I want to say a number, he said one.",18,Irrelevant,0,1 - None,7
73,Yonny,Can I say four?,18,Irrelevant,0,1 - None,7
74,Brandon,"Don't say a number, guess the rule!",18,New,1,1 - None,7
75,T,Excuse me.,18,Irrelevant,0,1 - None,0
76,T,One person at a time.,18,Irrelevant,0,1 - None,0
77,T,Dawud said six.,18,Irrelevant,0,1 - None,0
78,T,What do you  think my rule is going to do to six?,18,Irrelevant,0,8 - Press for Accuracy,5
79,Brandon,I know!,18,Irrelevant,0,1 - None,7
80,Dawud,"Look, Look, Look.",18,Irrelevant,0,1 - None,7
81,Dawud,When you had...,18,Irrelevant,0,1 - None,7
82,T,"Tell me what you think, if we have six, what do you think is  going to happen to six?",18,Irrelevant,0,8 - Press for Accuracy,5
83,Dawud,It's going to go six to twenty-four.,18,New,1,4 - Making a Claim,10
84,T,Does everyone agree?,18,Irrelevant,0,3 - Getting Students to Relate,2
85,Brandon,I think six is going to go to ten.,18,New,1,4 - Making a Claim,10
86,T,You think six is going to go to ten?,18,Irrelevant,0,2 - Keeping Everyone Together,1
87,Dawud,"Cause, look.",18,Irrelevant,0,1 - None,7
88,Dawud,"We made five, we made five with eight, we made  seven with four.",18,Strengthened,2,5 - Providing Evidence / Explaining Reasoning,11
89,Dawud,"So six, it will be twenty-four.",18,Strengthened,2,5 - Providing Evidence / Explaining Reasoning,11
90,James,Mmhmm.,18,Adopted,4,2 - Relating to Another Student,8
91,James,Mmhmm.,18,Strengthened,2,2 - Relating to Another Student,8
92,T,Does anyone else have a guess?,18,Irrelevant,0,8 - Press for Accuracy,5
93,Brandon,"I say ten, I say ten.",18,Strengthened,2,4 - Making a Claim,10
94,Dawud,"It's going to be twenty-four, then thirty-six.",18,New,1,4 - Making a Claim,10
95,T,"Hold on, he says it's going to be more than thirteen?",18,Irrelevant,0,2 - Keeping Everyone Together,1
96,T,Why does  he think that?,18,Irrelevant,0,3 - Getting Students to Relate,2
97,Yonny,Fifteen.,18,New,1,4 - Making a Claim,10
98,Ariel,"Cause, cause the first one is five and like I think that you keep on  adding on, cause the number... Like three you added it on four,  for five, its matching the five you added on eight.",18,Strengthened,2,5 - Providing Evidence / Explaining Reasoning,11
99,Ariel,"It depends on  the number, that's how much you add on.",18,Strengthened,2,5 - Providing Evidence / Explaining Reasoning,11
100,Yonny,It's eight.,18,New,1,4 - Making a Claim,10
101,Yonny,It's going to be eight.,18,Strengthened,2,4 - Making a Claim,10
102,Brandon,I think it's going to be ten.,18,New,1,Implicit None (Student),7
103,T,"Alright, is everybody ready?",18,Irrelevant,0,2 - Keeping Everyone Together,1
104,T,I'm going to write down the  number.,18,Irrelevant,0,1 - None,0
105,T,[Writes down sixteen],18,New,1,1 - None,0
106,Ariel,I knew it was ten!,18,Weakened,3,1 - None,7
107,Brandon,"What are you talking about, ‘it's ten'?",18,Refuted,5,5 - Providing Evidence / Explaining Reasoning,11
108,Ariel,"Look, cause 5 was at an eight, then you added two more and for  like number 3 it was four.",18,Strengthened,2,5 - Providing Evidence / Explaining Reasoning,11
109,Ariel,"And if it was four, you would add a  six.",18,Weakened,3,5 - Providing Evidence / Explaining Reasoning,11
110,Ariel,And for five you would add eight.,18,Strengthened,2,5 - Providing Evidence / Explaining Reasoning,11
111,T,"Ariel thinks that the rule is, any number that I put here [holds up  the chart to the class], under this column [the square column] is  that right?",18,New,1,2 - Keeping Everyone Together,1
112,T,"He says that any number I put in this column, you do  what, Ariel?",18,Irrelevant,0,8 - Press for Accuracy,5
113,Ariel,"Well, like, it would depending on that number you would add  two on to what you did to the last one, right.",18,New,1,5 - Providing Evidence / Explaining Reasoning,11
114,Ariel,"Like, cause five you  added eight, and for six you added ten.",18,Strengthened,2,5 - Providing Evidence / Explaining Reasoning,11
115,Ariel,"So, and for three you  added four.",18,Strengthened,2,5 - Providing Evidence / Explaining Reasoning,11
116,Ariel,"Wait, yea, four.",18,Strengthened,2,5 - Providing Evidence / Explaining Reasoning,11
117,Ariel,"So it would be, eight then four, then  ten.",18,Strengthened,2,5 - Providing Evidence / Explaining Reasoning,11
118,Ariel,"So, like five is just one number lower than six and it was  eight.",18,Strengthened,2,5 - Providing Evidence / Explaining Reasoning,11
119,Ariel,"And since the six is ten, so I figured it would go by each  number, add two.",18,Strengthened,2,5 - Providing Evidence / Explaining Reasoning,11
120,T,Yea?,18,Irrelevant,0,1 - None,0
121,T,Let's try one other number.,18,Irrelevant,0,1 - None,0
122,T,Let's try one other number.,18,Irrelevant,0,1 - None,0
123,T,James would you like to pick a number to try?,18,Irrelevant,0,1 - None,0
124,James,Eight.,18,New,1,7 - Context,0
125,T,"Alright, James says eight.",18,Irrelevant,0,5 - Revoicing,4
126,T,What number do you think my rule is  going to give back for eight?,18,Irrelevant,0,8 - Press for Accuracy,5
127,Ariel,Eight?,18,New,1,1 - None,7
128,Ariel,Umm...,18,Irrelevant,0,1 - None,7
129,Ariel,Hold on.,18,Irrelevant,0,1 - None,7
130,Brandon,Eighteen!,18,New,1,4 - Making a Claim,10
131,Yonny,Nah.,18,Refuted,5,2 - Relating to Another Student,8
132,T,Think carefully.,18,Irrelevant,0,1 - None,0
133,T,Look at all the numbers.,18,Irrelevant,0,1 - None,0
134,T,[Walks around with the  paper],18,Irrelevant,0,1 - None,0
135,Christian,Could I see that paper?,18,Irrelevant,0,1 - None,7
136,T,I'll hold on to this.,18,Irrelevant,0,1 - None,0
137,Ariel,"Oh, I got it, I know I got it...",18,Irrelevant,0,1 - None,7
138,Ariel,It's twenty-two!,18,New,1,4 - Making a Claim,10
139,Brandon,Eighteen!,18,Weakened,3,2 - Relating to Another Student,8
140,Ariel,Twenty-two.,18,Strengthened,2,2 - Relating to Another Student,8
141,James,Twenty-two.,18,Adopted,4,2 - Relating to Another Student,8
142,Brandon,"How did you get twenty-two, Ariel?",18,Weakened,3,3 - Asking for More Information,9
143,James,Add two.,18,Strengthened,2,4 - Making a Claim,10
144,Brandon,"What you talking about, ‘add two'?",18,Irrelevant,0,3 - Asking for More Information,9
145,Brandon,"Oh, I found a dollar.",18,Irrelevant,0,1 - None,7
146,Yonny,It would be funny if I got nine.,18,Irrelevant,0,1 - None,7
147,Yonny,"No, it's seventeen.",18,New,1,4 - Making a Claim,10
148,Ariel,It would be funny if you were wrong.,18,Irrelevant,0,1 - None,7
149,Ariel,I think it's twenty-two.,18,Strengthened,2,4 - Making a Claim,10
150,T,"Alright, I'm going to put on the overhead the numbers that we  already have.",18,Irrelevant,0,1 - None,0
151,T,"Okay, can everyone see what I'm writing?",18,Irrelevant,0,1 - None,0
152,Ariel,"I know, like, a way to represent it too.",18,Irrelevant,0,1 - None,7
153,Ariel,"Like, the square is the  numbers going in, like, the triangle, it goes into like a say a  factory and it comes out the triangle number.",18,New,1,5 - Providing Evidence / Explaining Reasoning,11
154,T,"Alright, would everyone hold on a second?",18,Irrelevant,0,2 - Keeping Everyone Together,1
155,T,I'd like everyone to  hear what Ariel just said.,18,Irrelevant,0,1 - None,0
156,Yonny,Let Ariel talk.,18,Irrelevant,0,1 - None,7
157,T,"Okay, Ariel, go ahead.",18,Irrelevant,0,2 - Keeping Everyone Together,1
158,Ariel,"Alright, so like, the square could be the number you're putting in  and it can say like, it can go to like the factory, or something like  that and it come out the number in the triangle, triangle number.",18,Strengthened,2,5 - Providing Evidence / Explaining Reasoning,11
159,Ariel,Square number and triangle number.,18,Irrelevant,0,5 - Providing Evidence / Explaining Reasoning,11
160,T,"Okay, so did you hear what Ariel said?",18,Irrelevant,0,2 - Keeping Everyone Together,1
161,Yonny,"Yup, he's mad smart.",18,Adopted,4,1 - None,7
162,Brandon,"No, he talks too fast.",18,Refuted,5,1 - None,7
163,T,"Dawud, could you tell us what Ariel said?",18,Irrelevant,0,2 - Keeping Everyone Together,1
164,Dawud,"Umm, I didn't hear him.",18,Irrelevant,0,1 - None,7
165,Brandon,He talks too fast.,18,Irrelevant,0,1 - None,7
166,Dawud,"Can you repeat that again, please?",18,Irrelevant,0,1 - None,7
167,Dawud,Can you repeat that?,18,Irrelevant,0,1 - None,7
168,Ariel,"The square could be like a type a number, and then when it goes  into, say, like a factory or something like that.",18,Strengthened,2,5 - Providing Evidence / Explaining Reasoning,11
169,Ariel,It would come out  the triangle type of number.,18,New,1,5 - Providing Evidence / Explaining Reasoning,11
